Country_Name,Indicator_Name,Year,Value
Paraguay,"Population ages 65 and above, male",2001,100695
Paraguay,"Population, female",2001,2578849
Paraguay,"Population, male",2001,2632691
Paraguay,"Population, total",2001,5211541
Paraguay,Poverty headcount ratio at national poverty lines (% of population),2001,36.8
Paraguay,"Primary education, pupils",2001,966548
Paraguay,"Repeaters, primary, total (% of total enrollment)",2001,7.98646
Paraguay,Rural population,2001,2294850
Paraguay,"School enrollment, preprimary (% gross)",2001,32.85509872
Paraguay,"School enrollment, primary (% gross)",2001,117.9473724
Paraguay,"School enrollment, primary (% net)",2001,96.50642
Paraguay,"School enrollment, secondary (% gross)",2001,65.50552368
Paraguay,"School enrollment, secondary (% net)",2001,51.65877
Paraguay,"Secondary education, pupils",2001,497935
Paraguay,Urban population,2001,2916691
Peru,"Adjusted net enrollment rate, primary (% of primary school age children)",2001,99.44727
Peru,Adolescents out of school (% of lower secondary school age),2001,6.867099762
Peru,Children out of school (% of primary school age),2001,0.552730024
Peru,"Children out of school, primary",2001,20442
Peru,"Compulsory education, duration (years)",2001,12
Peru,"Current education expenditure, total (% of total expenditure in public institutions)",2001,92.13835907
Peru,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",2001,
Peru,"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)",2001,
Peru,"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",2001,
Peru,Expenditure on primary education (% of government expenditure on education),2001,38.96946
Peru,Expenditure on secondary education (% of government expenditure on education),2001,29.58975
Peru,GDP (current US$),2001,52030158775
Peru,GDP per capita (current US$),2001,1925.97942
Peru,Gini index,2001,51.3
Peru,"Government expenditure on education, total (% of GDP)",2001,3.037120104
Peru,"Government expenditure on education, total (% of government expenditure)",2001,14.79623032
Peru,"Government expenditure per student, primary (% of GDP per capita)",2001,7.34666
Peru,"Government expenditure per student, secondary (% of GDP per capita)",2001,9.69256
Peru,International migrant stock (% of population),2001,
Peru,"International migrant stock, total",2001,
Peru,"Literacy rate, adult total (% of people ages 15 and above)",2001,
Peru,"Literacy rate, youth total (% of people ages 15-24)",2001,
Peru,Net migration,2001,-128827
Peru,"Over-age students, primary (% of enrollment)",2001,15.15745
Peru,"Population ages 0-14, female",2001,4528891
Peru,"Population ages 0-14, male",2001,4661606
Peru,"Population ages 15-64, female",2001,8302818
Peru,"Population ages 15-64, male",2001,8195409
Peru,"Population ages 65 and above, female",2001,710604
Peru,"Population ages 65 and above, male",2001,615580
Peru,"Population, female",2001,13542313
Peru,"Population, male",2001,13472595
Peru,"Population, total",2001,27014909
Peru,Poverty headcount ratio at national poverty lines (% of population),2001,54.8
Peru,"Primary education, pupils",2001,4317368
Peru,"Repeaters, primary, total (% of total enrollment)",2001,10.65147
Peru,Rural population,2001,7172999
Peru,"School enrollment, preprimary (% gross)",2001,61.36423874
Peru,"School enrollment, primary (% gross)",2001,116.7372437
Peru,"School enrollment, primary (% net)",2001,97.54243
Peru,"School enrollment, secondary (% gross)",2001,83.91697693
Peru,"School enrollment, secondary (% net)",2001,65.00322
Peru,"Secondary education, pupils",2001,2484775
Peru,Urban population,2001,19841910
Sint Maarten (Dutch part),"Adjusted net enrollment rate, primary (% of primary school age children)",2001,
Sint Maarten (Dutch part),Adolescents out of school (% of lower secondary school age),2001,
Sint Maarten (Dutch part),Children out of school (% of primary school age),2001,
Sint Maarten (Dutch part),"Children out of school, primary",2001,
Sint Maarten (Dutch part),"Compulsory education, duration (years)",2001,12
Sint Maarten (Dutch part),"Current education expenditure, total (% of total expenditure in public institutions)",2001,
Sint Maarten (Dutch part),"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",2001,
Sint Maarten (Dutch part),"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)",2001,
Sint Maarten (Dutch part),"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",2001,
Sint Maarten (Dutch part),Expenditure on primary education (% of government expenditure on education),2001,
Sint Maarten (Dutch part),Expenditure on secondary education (% of government expenditure on education),2001,
Sint Maarten (Dutch part),GDP (current US$),2001,
Sint Maarten (Dutch part),GDP per capita (current US$),2001,
Sint Maarten (Dutch part),Gini index,2001,
Sint Maarten (Dutch part),"Government expenditure on education, total (% of GDP)",2001,
Sint Maarten (Dutch part),"Government expenditure on education, total (% of government expenditure)",2001,
Sint Maarten (Dutch part),"Government expenditure per student, primary (% of GDP per capita)",2001,
Sint Maarten (Dutch part),"Government expenditure per student, secondary (% of GDP per capita)",2001,
Sint Maarten (Dutch part),International migrant stock (% of population),2001,
Sint Maarten (Dutch part),"International migrant stock, total",2001,
Sint Maarten (Dutch part),"Literacy rate, adult total (% of people ages 15 and above)",2001,
Sint Maarten (Dutch part),"Literacy rate, youth total (% of people ages 15-24)",2001,
Sint Maarten (Dutch part),Net migration,2001,-309
Sint Maarten (Dutch part),"Over-age students, primary (% of enrollment)",2001,
Sint Maarten (Dutch part),"Population ages 0-14, female",2001,4028
Sint Maarten (Dutch part),"Population ages 0-14, male",2001,3889
Sint Maarten (Dutch part),"Population ages 15-64, female",2001,11143
Sint Maarten (Dutch part),"Population ages 15-64, male",2001,10605
Sint Maarten (Dutch part),"Population ages 65 and above, female",2001,520
Sint Maarten (Dutch part),"Population ages 65 and above, male",2001,414
Sint Maarten (Dutch part),"Population, female",2001,15692
Sint Maarten (Dutch part),"Population, male",2001,14909
Sint Maarten (Dutch part),"Population, total",2001,30600
Sint Maarten (Dutch part),Poverty headcount ratio at national poverty lines (% of population),2001,
Sint Maarten (Dutch part),"Primary education, pupils",2001,
Sint Maarten (Dutch part),"Repeaters, primary, total (% of total enrollment)",2001,
Sint Maarten (Dutch part),Rural population,2001,0
Sint Maarten (Dutch part),"School enrollment, preprimary (% gross)",2001,
Sint Maarten (Dutch part),"School enrollment, primary (% gross)",2001,
Sint Maarten (Dutch part),"School enrollment, primary (% net)",2001,
Sint Maarten (Dutch part),"School enrollment, secondary (% gross)",2001,
Sint Maarten (Dutch part),"School enrollment, secondary (% net)",2001,
Sint Maarten (Dutch part),"Secondary education, pupils",2001,
Sint Maarten (Dutch part),Urban population,2001,30600
St. Kitts and Nevis,"Adjusted net enrollment rate, primary (% of primary school age children)",2001,
St. Kitts and Nevis,Adolescents out of school (% of lower secondary school age),2001,
St. Kitts and Nevis,Children out of school (% of primary school age),2001,
St. Kitts and Nevis,"Children out of school, primary",2001,
St. Kitts and Nevis,"Compulsory education, duration (years)",2001,12
St. Kitts and Nevis,"Current education expenditure, total (% of total expenditure in public institutions)",2001,
St. Kitts and Nevis,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",2001,
St. Kitts and Nevis,"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)",2001,
St. Kitts and Nevis,"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",2001,
St. Kitts and Nevis,Expenditure on primary education (% of government expenditure on education),2001,
St. Kitts and Nevis,Expenditure on secondary education (% of government expenditure on education),2001,
St. Kitts and Nevis,GDP (current US$),2001,458643829
St. Kitts and Nevis,GDP per capita (current US$),2001,9973.553451
St. Kitts and Nevis,Gini index,2001,
St. Kitts and Nevis,"Government expenditure on education, total (% of GDP)",2001,4.421549797
St. Kitts and Nevis,"Government expenditure on education, total (% of government expenditure)",2001,14.20753002
St. Kitts and Nevis,"Government expenditure per student, primary (% of GDP per capita)",2001,
St. Kitts and Nevis,"Government expenditure per student, secondary (% of GDP per capita)",2001,
St. Kitts and Nevis,International migrant stock (% of population),2001,
St. Kitts and Nevis,"International migrant stock, total",2001,
St. Kitts and Nevis,"Literacy rate, adult total (% of people ages 15 and above)",2001,
St. Kitts and Nevis,"Literacy rate, youth total (% of people ages 15-24)",2001,
St. Kitts and Nevis,Net migration,2001,-5
St. Kitts and Nevis,"Over-age students, primary (% of enrollment)",2001,2.93286
St. Kitts and Nevis,"Population ages 0-14, female",2001,6579
St. Kitts and Nevis,"Population ages 0-14, male",2001,6675
St. Kitts and Nevis,"Population ages 15-64, female",2001,14494
St. Kitts and Nevis,"Population ages 15-64, male",2001,14670
St. Kitts and Nevis,"Population ages 65 and above, female",2001,2057
St. Kitts and Nevis,"Population ages 65 and above, male",2001,1510
St. Kitts and Nevis,"Population, female",2001,23130
St. Kitts and Nevis,"Population, male",2001,22855
St. Kitts and Nevis,"Population, total",2001,45986
St. Kitts and Nevis,Poverty headcount ratio at national poverty lines (% of population),2001,
St. Kitts and Nevis,"Primary education, pupils",2001,6717
St. Kitts and Nevis,"Repeaters, primary, total (% of total enrollment)",2001,
St. Kitts and Nevis,Rural population,2001,30995
St. Kitts and Nevis,"School enrollment, preprimary (% gross)",2001,
St. Kitts and Nevis,"School enrollment, primary (% gross)",2001,110.422493
St. Kitts and Nevis,"School enrollment, primary (% net)",2001,
St. Kitts and Nevis,"School enrollment, secondary (% gross)",2001,103.2689133
St. Kitts and Nevis,"School enrollment, secondary (% net)",2001,
St. Kitts and Nevis,"Secondary education, pupils",2001,4328
St. Kitts and Nevis,Urban population,2001,14991
Uruguay,"Adjusted net enrollment rate, primary (% of primary school age children)",2001,
Uruguay,Adolescents out of school (% of lower secondary school age),2001,
Uruguay,Children out of school (% of primary school age),2001,
Uruguay,"Children out of school, primary",2001,
Uruguay,"Compulsory education, duration (years)",2001,9
Uruguay,"Current education expenditure, total (% of total expenditure in public institutions)",2001,
Uruguay,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",2001,
Uruguay,"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)",2001,
Uruguay,"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",2001,
Uruguay,Expenditure on primary education (% of government expenditure on education),2001,37.15629
Uruguay,Expenditure on secondary education (% of government expenditure on education),2001,32.49809
Uruguay,GDP (current US$),2001,20898762265
Uruguay,GDP per capita (current US$),2001,6331.15676
Uruguay,Gini index,2001,
Uruguay,"Government expenditure on education, total (% of GDP)",2001,2.800960064
Uruguay,"Government expenditure on education, total (% of government expenditure)",2001,9.22963047
Uruguay,"Government expenditure per student, primary (% of GDP per capita)",2001,9.62552
Uruguay,"Government expenditure per student, secondary (% of GDP per capita)",2001,9.5802
Uruguay,International migrant stock (% of population),2001,
Uruguay,"International migrant stock, total",2001,
Uruguay,"Literacy rate, adult total (% of people ages 15 and above)",2001,
Uruguay,"Literacy rate, youth total (% of people ages 15-24)",2001,
Uruguay,Net migration,2001,-14628
Uruguay,"Over-age students, primary (% of enrollment)",2001,
Uruguay,"Population ages 0-14, female",2001,391571
Uruguay,"Population ages 0-14, male",2001,408127
Uruguay,"Population ages 15-64, female",2001,1044345
Uruguay,"Population ages 15-64, male",2001,1019283
Uruguay,"Population ages 65 and above, female",2001,267453
Uruguay,"Population ages 65 and above, male",2001,170160
Uruguay,"Population, female",2001,1703369
Uruguay,"Population, male",2001,1597570
Uruguay,"Population, total",2001,3300939
Uruguay,Poverty headcount ratio at national poverty lines (% of population),2001,
Uruguay,"Primary education, pupils",2001,359557
Uruguay,"Repeaters, primary, total (% of total enrollment)",2001,9.00664
Uruguay,Rural population,2001,254073
Uruguay,"School enrollment, preprimary (% gross)",2001,64.77339172
Uruguay,"School enrollment, primary (% gross)",2001,108.3884506
Uruguay,"School enrollment, primary (% net)",2001,
Uruguay,"School enrollment, secondary (% gross)",2001,101.5778275
Uruguay,"School enrollment, secondary (% net)",2001,
Uruguay,"Secondary education, pupils",2001,315968
Uruguay,Urban population,2001,3046866
Antigua and Barbuda,"Adjusted net enrollment rate, primary (% of primary school age children)",2002,
Antigua and Barbuda,Adolescents out of school (% of lower secondary school age),2002,
Antigua and Barbuda,Children out of school (% of primary school age),2002,
Antigua and Barbuda,"Children out of school, primary",2002,
Antigua and Barbuda,"Compulsory education, duration (years)",2002,11
Antigua and Barbuda,"Current education expenditure, total (% of total expenditure in public institutions)",2002,96.14909363
Antigua and Barbuda,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",2002,
Antigua and Barbuda,"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)",2002,
Antigua and Barbuda,"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",2002,
Antigua and Barbuda,Expenditure on primary education (% of government expenditure on education),2002,28.55169
Antigua and Barbuda,Expenditure on secondary education (% of government expenditure on education),2002,35.1522
Antigua and Barbuda,GDP (current US$),2002,814381481.5
Antigua and Barbuda,GDP per capita (current US$),2002,10549.66619
Antigua and Barbuda,Gini index,2002,
Antigua and Barbuda,"Government expenditure on education, total (% of GDP)",2002,3.395250082
Antigua and Barbuda,"Government expenditure on education, total (% of government expenditure)",2002,11.70153999
Antigua and Barbuda,"Government expenditure per student, primary (% of GDP per capita)",2002,
Antigua and Barbuda,"Government expenditure per student, secondary (% of GDP per capita)",2002,
Antigua and Barbuda,International migrant stock (% of population),2002,
Antigua and Barbuda,"International migrant stock, total",2002,
Antigua and Barbuda,"Literacy rate, adult total (% of people ages 15 and above)",2002,
Antigua and Barbuda,"Literacy rate, youth total (% of people ages 15-24)",2002,
Antigua and Barbuda,Net migration,2002,51
Antigua and Barbuda,"Over-age students, primary (% of enrollment)",2002,
Antigua and Barbuda,"Population ages 0-14, female",2002,10552
Antigua and Barbuda,"Population ages 0-14, male",2002,10480
Antigua and Barbuda,"Population ages 15-64, female",2002,27126
Antigua and Barbuda,"Population ages 15-64, male",2002,23542
Antigua and Barbuda,"Population ages 65 and above, female",2002,3216
Antigua and Barbuda,"Population ages 65 and above, male",2002,2279
Antigua and Barbuda,"Population, female",2002,40894
Antigua and Barbuda,"Population, male",2002,36301
Antigua and Barbuda,"Population, total",2002,77195
Antigua and Barbuda,Poverty headcount ratio at national poverty lines (% of population),2002,
Antigua and Barbuda,"Primary education, pupils",2002,
Antigua and Barbuda,"Repeaters, primary, total (% of total enrollment)",2002,
Antigua and Barbuda,Rural population,2002,53189
Antigua and Barbuda,"School enrollment, preprimary (% gross)",2002,
Antigua and Barbuda,"School enrollment, primary (% gross)",2002,
Antigua and Barbuda,"School enrollment, primary (% net)",2002,
Antigua and Barbuda,"School enrollment, secondary (% gross)",2002,
Antigua and Barbuda,"School enrollment, secondary (% net)",2002,
Antigua and Barbuda,"Secondary education, pupils",2002,
Antigua and Barbuda,Urban population,2002,24006
Argentina,"Adjusted net enrollment rate, primary (% of primary school age children)",2002,99.45558
Argentina,Adolescents out of school (% of lower secondary school age),2002,2.594710112
Argentina,Children out of school (% of primary school age),2002,0.328449994
Argentina,"Children out of school, primary",2002,14023
Argentina,"Compulsory education, duration (years)",2002,10
Argentina,"Current education expenditure, total (% of total expenditure in public institutions)",2002,99.06062317
Argentina,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",2002,
Argentina,"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)",2002,
Argentina,"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",2002,
Argentina,Expenditure on primary education (% of government expenditure on education),2002,35.4339
Argentina,Expenditure on secondary education (% of government expenditure on education),2002,39.24177
Argentina,GDP (current US$),2002,97724004252
Argentina,GDP per capita (current US$),2002,2579.488769
Argentina,Gini index,2002,53.8
Argentina,"Government expenditure on education, total (% of GDP)",2002,4.017340183
Argentina,"Government expenditure on education, total (% of government expenditure)",2002,16.44220924
Argentina,"Government expenditure per student, primary (% of GDP per capita)",2002,10.75649
Argentina,"Government expenditure per student, secondary (% of GDP per capita)",2002,15.21159
Argentina,International migrant stock (% of population),2002,
Argentina,"International migrant stock, total",2002,
Argentina,"Literacy rate, adult total (% of people ages 15 and above)",2002,
Argentina,"Literacy rate, youth total (% of people ages 15-24)",2002,
Argentina,Net migration,2002,-22668
Argentina,"Over-age students, primary (% of enrollment)",2002,10.82
Argentina,"Population ages 0-14, female",2002,5128289
Argentina,"Population ages 0-14, male",2002,5378308
Argentina,"Population ages 15-64, female",2002,11839762
Argentina,"Population ages 15-64, male",2002,11800768
Argentina,"Population ages 65 and above, female",2002,2233296
Argentina,"Population ages 65 and above, male",2002,1504604
Argentina,"Population, female",2002,19201347
Argentina,"Population, male",2002,18683681
Argentina,"Population, total",2002,37885028
Argentina,Poverty headcount ratio at national poverty lines (% of population),2002,
Argentina,"Primary education, pupils",2002,4986758
Argentina,"Repeaters, primary, total (% of total enrollment)",2002,6.05751
Argentina,Rural population,2002,3974139
Argentina,"School enrollment, preprimary (% gross)",2002,60.24095154
Argentina,"School enrollment, primary (% gross)",2002,116.7984314
Argentina,"School enrollment, primary (% net)",2002,98.95948
Argentina,"School enrollment, secondary (% gross)",2002,95.89910126
Argentina,"School enrollment, secondary (% net)",2002,78.81052
Argentina,"Secondary education, pupils",2002,3905207
Argentina,Urban population,2002,33910889
"Bahamas, The","Adjusted net enrollment rate, primary (% of primary school age children)",2002,
"Bahamas, The",Adolescents out of school (% of lower secondary school age),2002,
"Bahamas, The",Children out of school (% of primary school age),2002,
"Bahamas, The","Children out of school, primary",2002,
"Bahamas, The","Compulsory education, duration (years)",2002,12
"Bahamas, The","Current education expenditure, total (% of total expenditure in public institutions)",2002,
"Bahamas, The","Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",2002,
"Bahamas, The","Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)",2002,
"Bahamas, The","Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",2002,
"Bahamas, The",Expenditure on primary education (% of government expenditure on education),2002,
"Bahamas, The",Expenditure on secondary education (% of government expenditure on education),2002,
"Bahamas, The",GDP (current US$),2002,8881160000
"Bahamas, The",GDP per capita (current US$),2002,26590.14018
"Bahamas, The",Gini index,2002,
"Bahamas, The","Government expenditure on education, total (% of GDP)",2002,
"Bahamas, The","Government expenditure on education, total (% of government expenditure)",2002,
"Bahamas, The","Government expenditure per student, primary (% of GDP per capita)",2002,
"Bahamas, The","Government expenditure per student, secondary (% of GDP per capita)",2002,
"Bahamas, The",International migrant stock (% of population),2002,
"Bahamas, The","International migrant stock, total",2002,
"Bahamas, The","Literacy rate, adult total (% of people ages 15 and above)",2002,
"Bahamas, The","Literacy rate, youth total (% of people ages 15-24)",2002,
"Bahamas, The",Net migration,2002,634
"Bahamas, The","Over-age students, primary (% of enrollment)",2002,
"Bahamas, The","Population ages 0-14, female",2002,48213
"Bahamas, The","Population ages 0-14, male",2002,48857
"Bahamas, The","Population ages 15-64, female",2002,112627
"Bahamas, The","Population ages 15-64, male",2002,106786
"Bahamas, The","Population ages 65 and above, female",2002,10213
"Bahamas, The","Population ages 65 and above, male",2002,7307
"Bahamas, The","Population, female",2002,171053
"Bahamas, The","Population, male",2002,162950
"Bahamas, The","Population, total",2002,334002
"Bahamas, The",Poverty headcount ratio at national poverty lines (% of population),2002,
"Bahamas, The","Primary education, pupils",2002,34153
"Bahamas, The","Repeaters, primary, total (% of total enrollment)",2002,
"Bahamas, The",Rural population,2002,59813
"Bahamas, The","School enrollment, preprimary (% gross)",2002,31.99017906
"Bahamas, The","School enrollment, primary (% gross)",2002,93.19962311
"Bahamas, The","School enrollment, primary (% net)",2002,
"Bahamas, The","School enrollment, secondary (% gross)",2002,91.8791275
"Bahamas, The","School enrollment, secondary (% net)",2002,
"Bahamas, The","Secondary education, pupils",2002,31713
"Bahamas, The",Urban population,2002,274189
Brazil,"Adjusted net enrollment rate, primary (% of primary school age children)",2002,96.72741
Brazil,Adolescents out of school (% of lower secondary school age),2002,
Brazil,Children out of school (% of primary school age),2002,
Brazil,"Children out of school, primary",2002,
Brazil,"Compulsory education, duration (years)",2002,8
Brazil,"Current education expenditure, total (% of total expenditure in public institutions)",2002,91.03301239
Brazil,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",2002,
Brazil,"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)",2002,
Brazil,"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",2002,
Brazil,Expenditure on primary education (% of government expenditure on education),2002,28.20427
Brazil,Expenditure on secondary education (% of government expenditure on education),2002,40.36336
Brazil,GDP (current US$),2002,5.09795E+11
Brazil,GDP per capita (current US$),2002,2824.715396
Brazil,Gini index,2002,58.1
Brazil,"Government expenditure on education, total (% of GDP)",2002,3.750370026
Brazil,"Government expenditure on education, total (% of government expenditure)",2002,9.637000084
Brazil,"Government expenditure per student, primary (% of GDP per capita)",2002,9.79901
Brazil,"Government expenditure per student, secondary (% of GDP per capita)",2002,10.14512
Brazil,International migrant stock (% of population),2002,
Brazil,"International migrant stock, total",2002,
Brazil,"Literacy rate, adult total (% of people ages 15 and above)",2002,
Brazil,"Literacy rate, youth total (% of people ages 15-24)",2002,
Brazil,Net migration,2002,6018
Brazil,"Over-age students, primary (% of enrollment)",2002,29.57802
Brazil,"Population ages 0-14, female",2002,25483474
Brazil,"Population ages 0-14, male",2002,26349736
Brazil,"Population ages 15-64, female",2002,59891995
Brazil,"Population ages 15-64, male",2002,58405034
Brazil,"Population ages 65 and above, female",2002,5797637
Brazil,"Population ages 65 and above, male",2002,4548810
Brazil,"Population, female",2002,91173105
Brazil,"Population, male",2002,89303580
Brazil,"Population, total",2002,180476685
Brazil,Poverty headcount ratio at national poverty lines (% of population),2002,
Brazil,"Primary education, pupils",2002,19380388
Brazil,"Repeaters, primary, total (% of total enrollment)",2002,20.61118
Brazil,Rural population,2002,32702375
Brazil,"School enrollment, preprimary (% gross)",2002,
Brazil,"School enrollment, primary (% gross)",2002,146.8277893
Brazil,"School enrollment, primary (% net)",2002,95.73049
Brazil,"School enrollment, secondary (% gross)",2002,109.9942169
Brazil,"School enrollment, secondary (% net)",2002,
Brazil,"Secondary education, pupils",2002,26789210
Brazil,Urban population,2002,147774310
British Virgin Islands,"Adjusted net enrollment rate, primary (% of primary school age children)",2002,97.93341
British Virgin Islands,Adolescents out of school (% of lower secondary school age),2002,
British Virgin Islands,Children out of school (% of primary school age),2002,2.066590071
British Virgin Islands,"Children out of school, primary",2002,53
British Virgin Islands,"Compulsory education, duration (years)",2002,12
British Virgin Islands,"Current education expenditure, total (% of total expenditure in public institutions)",2002,
British Virgin Islands,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",2002,
British Virgin Islands,"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)",2002,
British Virgin Islands,"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",2002,
British Virgin Islands,Expenditure on primary education (% of government expenditure on education),2002,
British Virgin Islands,Expenditure on secondary education (% of government expenditure on education),2002,
British Virgin Islands,GDP (current US$),2002,
British Virgin Islands,GDP per capita (current US$),2002,
British Virgin Islands,Gini index,2002,
British Virgin Islands,"Government expenditure on education, total (% of GDP)",2002,
British Virgin Islands,"Government expenditure on education, total (% of government expenditure)",2002,
British Virgin Islands,"Government expenditure per student, primary (% of GDP per capita)",2002,
British Virgin Islands,"Government expenditure per student, secondary (% of GDP per capita)",2002,
British Virgin Islands,International migrant stock (% of population),2002,
British Virgin Islands,"International migrant stock, total",2002,
British Virgin Islands,"Literacy rate, adult total (% of people ages 15 and above)",2002,
British Virgin Islands,"Literacy rate, youth total (% of people ages 15-24)",2002,
British Virgin Islands,Net migration,2002,571
British Virgin Islands,"Over-age students, primary (% of enrollment)",2002,8.89363
British Virgin Islands,"Population ages 0-14, female",2002,2657
British Virgin Islands,"Population ages 0-14, male",2002,2682
British Virgin Islands,"Population ages 15-64, female",2002,7290
British Virgin Islands,"Population ages 15-64, male",2002,7652
British Virgin Islands,"Population ages 65 and above, female",2002,490
British Virgin Islands,"Population ages 65 and above, male",2002,518
British Virgin Islands,"Population, female",2002,10437
British Virgin Islands,"Population, male",2002,10851
British Virgin Islands,"Population, total",2002,21288
British Virgin Islands,Poverty headcount ratio at national poverty lines (% of population),2002,
British Virgin Islands,"Primary education, pupils",2002,2811
British Virgin Islands,"Repeaters, primary, total (% of total enrollment)",2002,3.69975
British Virgin Islands,Rural population,2002,12277
British Virgin Islands,"School enrollment, preprimary (% gross)",2002,84.52220917
British Virgin Islands,"School enrollment, primary (% gross)",2002,108.8690872
British Virgin Islands,"School enrollment, primary (% net)",2002,93.48189
British Virgin Islands,"School enrollment, secondary (% gross)",2002,97.91026306
British Virgin Islands,"School enrollment, secondary (% net)",2002,
British Virgin Islands,"Secondary education, pupils",2002,1593
British Virgin Islands,Urban population,2002,9011
Chile,"Adjusted net enrollment rate, primary (% of primary school age children)",2002,
Chile,Adolescents out of school (% of lower secondary school age),2002,
Chile,Children out of school (% of primary school age),2002,
Chile,"Children out of school, primary",2002,
Chile,"Compulsory education, duration (years)",2002,8
Chile,"Current education expenditure, total (% of total expenditure in public institutions)",2002,86.06871033
Chile,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",2002,
Chile,"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)",2002,
Chile,"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",2002,
Chile,Expenditure on primary education (% of government expenditure on education),2002,42.04219
Chile,Expenditure on secondary education (% of government expenditure on education),2002,35.30187
Chile,GDP (current US$),2002,70295232513
Chile,GDP per capita (current US$),2002,4479.175044
Chile,Gini index,2002,
Chile,"Government expenditure on education, total (% of GDP)",2002,4.081210136
Chile,"Government expenditure on education, total (% of government expenditure)",2002,17.45059967
Chile,"Government expenditure per student, primary (% of GDP per capita)",2002,15.34352
Chile,"Government expenditure per student, secondary (% of GDP per capita)",2002,15.09564
Chile,International migrant stock (% of population),2002,
Chile,"International migrant stock, total",2002,
Chile,"Literacy rate, adult total (% of people ages 15 and above)",2002,95.7166214
Chile,"Literacy rate, youth total (% of people ages 15-24)",2002,98.99098206
Chile,Net migration,2002,7828
Chile,"Over-age students, primary (% of enrollment)",2002,
Chile,"Population ages 0-14, female",2002,1979782
Chile,"Population ages 0-14, male",2002,2068318
Chile,"Population ages 15-64, female",2002,5169128
Chile,"Population ages 15-64, male",2002,5164752
Chile,"Population ages 65 and above, female",2002,750653
Chile,"Population ages 65 and above, male",2002,561159
Chile,"Population, female",2002,7899562
Chile,"Population, male",2002,7794228
Chile,"Population, total",2002,15693790
Chile,Poverty headcount ratio at national poverty lines (% of population),2002,
Chile,"Primary education, pupils",2002,1753952
Chile,"Repeaters, primary, total (% of total enrollment)",2002,
Chile,Rural population,2002,2102026
Chile,"School enrollment, preprimary (% gross)",2002,77.83904266
Chile,"School enrollment, primary (% gross)",2002,100.8430481
Chile,"School enrollment, primary (% net)",2002,
Chile,"School enrollment, secondary (% gross)",2002,88.94139099
Chile,"School enrollment, secondary (% net)",2002,
Chile,"Secondary education, pupils",2002,1496937
Chile,Urban population,2002,13591764
Colombia,"Adjusted net enrollment rate, primary (% of primary school age children)",2002,95.91679
Colombia,Adolescents out of school (% of lower secondary school age),2002,
Colombia,Children out of school (% of primary school age),2002,1.707739949
Colombia,"Children out of school, primary",2002,75699
Colombia,"Compulsory education, duration (years)",2002,10
Colombia,"Current education expenditure, total (% of total expenditure in public institutions)",2002,96.83647156
Colombia,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",2002,
Colombia,"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)",2002,
Colombia,"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",2002,
Colombia,Expenditure on primary education (% of government expenditure on education),2002,
Colombia,Expenditure on secondary education (% of government expenditure on education),2002,
Colombia,GDP (current US$),2002,97945812790
Colombia,GDP per capita (current US$),2002,2421.162103
Colombia,Gini index,2002,56
Colombia,"Government expenditure on education, total (% of GDP)",2002,4.268129826
Colombia,"Government expenditure on education, total (% of government expenditure)",2002,15.30206013
Colombia,"Government expenditure per student, primary (% of GDP per capita)",2002,
Colombia,"Government expenditure per student, secondary (% of GDP per capita)",2002,
Colombia,International migrant stock (% of population),2002,
Colombia,"International migrant stock, total",2002,
